title,artist,track_id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
Save The World,Swedish House Mafia,65hRZOQkVjmBdusz1N7aOv,pop,0.507,0.665,0,-7.598,1,0.0474,0.0144,0.0,0.0759,0.4,126.879,14
For the First Time,The Script,49kjlZP49LMD1MrrcvXDET,pop,0.388,0.633,9,-4.769,1,0.0275,0.0339,0.0,0.104,0.381,173.947,0
It Girl,Jason Derulo,4fINc8dnfcz7AdhFYVA4i7,pop,0.668,0.718,1,-4.736,0,0.0605,0.0165,0.0,0.104,0.345,91.993,13
7 Things - Single Version,Miley Cyrus,5ecZWU5uQOiCVSnPxBZNmT,pop,0.59,0.903,1,-4.478,0,0.0363,0.0232,0.0,0.0786,0.542,107.023,8
Replay,Iyaz,4E5P1XyAFtrjpiIxkydly4,pop,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,14
Rock That Body,Black Eyed Peas,2WQ09wqQBIOor7Q0VpIDBK,pop,0.715,0.907,7,-6.025,0,0.0993,0.0172,8.39e-05,0.426,0.841,124.992,3
Bulletproof,La Roux,3kMrazSvILsgcwtidZd1Qd,pop,0.674,0.882,3,-2.771,0,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,8
California King Bed,Rihanna,0uIGzK6ukV0A5yWoCxPkRL,pop,0.467,0.586,7,-3.942,1,0.0357,0.218,0.0,0.12,0.318,169.93,0
One Thing,One Direction,5G2c6FsfTzgYUzageCmfXY,pop,0.713,0.718,2,-3.806,1,0.0278,0.00233,0.0,0.0838,0.656,126.999,4
Tonight Tonight,Hot Chelle Rae,6urcncCIJjypIdKCDqZT82,pop,0.689,0.78,4,-4.945,1,0.126,0.0886,0.0,0.0954,0.816,99.984,4
Mr. Saxobeat - Radio Edit,Alexandra Stan,4ycxTFeO4ZADJwJZaMGMYb,pop,0.726,0.931,11,-4.152,0,0.0469,0.0218,0.000275,0.143,0.796,126.976,3
E.T.,Katy Perry,05PNBWOlexyIehkrSmvZSY,pop,0.602,0.863,5,-5.423,0,0.0773,0.0178,0.0,0.389,0.732,150.183,8
OMG (feat. will.i.am),"Usher, will.i.am",1bM50INir8voAkVoKuvEUI,pop,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,8
Club Can't Handle Me (feat. David Guetta),"Flo Rida, David Guetta",66h8D2TWfiF341U0m7WWC9,pop,0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.968,4
Turn Me On (feat. Nicki Minaj),"David Guetta, Nicki Minaj",6F6TsdD0ijquDSjcr9lgIt,pop,0.704,0.793,8,-2.266,1,0.0591,0.0488,0.0,0.575,0.412,127.96,5
How to Be a Heartbreaker,MARINA,2sEk5R8ErGIFxbZ7rX6S2S,pop,0.69,0.897,11,-4.696,0,0.0506,0.0142,0.0,0.108,0.849,140.05,3
Whistle,Flo Rida,7q0cXzFMcNVmCvBU3mZveQ,pop,0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976,4
Love Me,Justin Bieber,0yIywEquxORnu1dR0WYsdN,pop,0.729,0.868,3,-3.319,1,0.0609,0.00939,0.0,0.283,0.632,124.957,4
Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,7yO48FWUkqsrdxrwkGcnwl,pop,0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884,4
Want U Back,"Cher Lloyd, Astro",5YWtklNg0WusNtUdDDH4wH,pop,0.694,0.863,9,-2.473,1,0.0626,0.0168,0.0,0.207,0.603,98.025,6
Hangover,"Taio Cruz, Flo Rida",5pmL3RzOy3IvGFaSDi4hZL,pop,0.606,0.883,3,-3.243,1,0.0423,0.00872,0.0,0.0698,0.608,128.053,4
I Cry,Flo Rida,3zrYNl1aMdFrQkcOjKVr5u,pop,0.693,0.822,4,-5.441,0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,8
Don't Wake Me Up,Chris Brown,18VfHIPaCo0s6FTi1Fnp6T,pop,0.602,0.691,7,-5.197,0,0.051,0.0548,0.0,0.144,0.206,127.967,13
La La Land,Demi Lovato,0M9VqYG0wVun054JIdwFO8,pop,0.467,0.919,6,-2.255,0,0.069,0.0149,0.0,0.0193,0.706,169.987,15
Blow,Kesha,3pYDZTJM2tVBUhIRifWVzI,pop,0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,3
Womanizer,Britney Spears,4fixebDZAVToLbUCuEloa2,pop,0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,6
Love You Like A Love Song,Selena Gomez & The Scene,0laYHRpNTS6i8FXdupHkJ4,pop,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,8
DJ Got Us Fallin' In Love (feat. Pitbull),"Usher, Pitbull",4356Typ82hUiFAynbLYbPn,pop,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,3
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,4kte3OcW800TPvOVgrLLj8,pop,0.658,0.677,5,-6.628,1,0.0393,0.248,0.0,0.368,0.248,124.91,14
Cooler Than Me - Single Mix,"Mike Posner, Gigamesh",495O1Affo7AurEPQcvcr18,pop,0.75,0.818,7,-4.601,0,0.0551,0.146,0.0,0.686,0.652,129.963,5
I Kissed A Girl,Katy Perry,14iN3o8ptQ8cFVZTEmyQRV,pop,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,6
Lights - Single Version,Ellie Goulding,5aTsxlQlq0vIedDWZoqMWN,pop,0.682,0.795,8,-6.17,0,0.0367,0.0297,0.0391,0.131,0.78,120.008,3
Baby,"Justin Bieber, Ludacris",6epn3r7S14KUqlReYr77hA,pop,0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,13
The Other Side,Jason Derulo,4ot2lykiAQeZC1GAnNQNJ4,pop,0.561,0.836,9,-3.939,1,0.1,0.0525,0.0,0.136,0.517,127.923,6
Don't Stop The Music,Rihanna,0ByMNEPAPpOR5H69DVrTNy,pop,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,8
...Baby One More Time,Britney Spears,3MjUtNVVq3C8Fn0MP3zhXa,pop,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,8
California Gurls,"Katy Perry, Snoop Dogg",5uOUxoxEMZQo0cFT9YWFdi,pop,0.788,0.753,0,-3.727,1,0.0551,0.00399,0.0,0.184,0.417,125.012,4
Everybody Talks,Neon Trees,3528IXKpbb7OMjdjWYlbfD,pop,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,0
Like A G6,"Far East Movement, The Cataracs, DEV",5AyL2kgLtTWEu3qO3B9SqK,pop,0.435,0.837,3,-8.126,1,0.449,0.00676,0.0,0.117,0.778,124.913,7
Fergalicious,"Fergie, will.i.am",5Nu1cp2yi4TlZF4KTmElFD,pop,0.906,0.584,8,-7.72,0,0.316,0.0576,0.0,0.128,0.831,129.055,9
Break Your Heart,Taio Cruz,7ElF5zxOwYP4qVSWVvse3W,pop,0.607,0.934,3,-4.217,1,0.0314,0.0327,0.0,0.0909,0.568,122.01,4
Drive By,Train,0KAiuUOrLTIkzkpfpn9jb9,pop,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,8
Last Friday Night (T.G.I.F.),Katy Perry,455AfCsOhhLPRc68sE01D8,pop,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,5
Circus,Britney Spears,7jk7gqyEonmVVYahZN5zhW,pop,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,8
Without You (feat. Usher),"David Guetta, Usher",5VAKwJzAJgpysx7FL9W6MJ,pop,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,14
Run the World (Girls),Beyoncé,7EdEUnekGCkChJzJyGp6TB,pop,0.733,0.899,0,-4.237,1,0.143,0.00496,4.72e-05,0.372,0.76,127.086,4
I Like It,"Enrique Iglesias, Pitbull",7HacCTm33hZYYN8DXpCYuG,pop,0.648,0.942,10,-2.881,0,0.0878,0.021,0.0,0.0594,0.73,129.007,3
Hot N Cold,Katy Perry,0iGckQFyv6svOfAbAY9aWJ,pop,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,6
Animal,Neon Trees,0l4DTppOxy7NUaEcwXuOb6,pop,0.482,0.829,5,-5.576,1,0.0437,0.00034,0.0,0.378,0.739,147.99,0
About You Now,Sugababes,1ctdfJSzp6qF2iDAVdDrfl,pop,0.584,0.699,1,-6.065,0,0.0378,6.52e-05,6.05e-05,0.486,0.585,82.499,5
She's So Lovely,Scouting For Girls,0wG4gampO24nC7VKm5pxjg,pop,0.496,0.857,0,-3.313,1,0.0649,0.0622,0.0,0.0495,0.619,167.144,0
Beauty And A Beat,"Justin Bieber, Nicki Minaj",6QFCMUUq1T2Vf5sFUXcuQ7,pop,0.601,0.843,0,-4.87,1,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002,4
If I Were a Boy,Beyoncé,1oQZk2bKBLgP1cbuFKvjkq,pop,0.63,0.504,6,-6.152,1,0.0334,0.0953,0.0,0.308,0.487,89.946,6
Right Round,Flo Rida,3GpbwCm3YxiWDvy29Uo3vP,pop,0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,124.986,6
Disturbia,Rihanna,30VrBsh1STRBoIrhQOAwzK,pop,0.703,0.813,11,-4.517,0,0.0574,0.0884,0.0,0.219,0.717,124.904,3
Cannibal,Kesha,3JTMWdhcJPiegDSe7SvZS3,pop,0.71,0.68,1,-4.676,1,0.106,0.0078,0.0165,0.0493,0.571,129.971,4
Teenage Dream,Katy Perry,6b4IqYnduSQl3fE5YIbYVs,pop,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,6
Only Girl (In The World),Rihanna,2ENexcMEMsYk0rVJigVD3i,pop,0.789,0.706,11,-4.233,0,0.0429,0.112,1.71e-05,0.0586,0.638,125.911,3
Where Have You Been,Rihanna,3tyPOhuVnt5zd5kGfxbCyL,pop,0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.223,0.444,127.963,8
One Time,Justin Bieber,6eDApnV9Jdb1nYahOlbbUh,pop,0.691,0.853,1,-2.528,0,0.0372,0.0631,7.13e-05,0.082,0.762,145.999,8
Don't Stop,5 Seconds of Summer,4PCVZGch6Q57RVAcai9L8u,pop,0.571,0.957,8,-3.468,1,0.0633,0.00209,1.5e-05,0.0425,0.892,149.946,6
Don't Wanna Go Home,Jason Derulo,1r3myKmjWoOqRip99CmSj1,pop,0.671,0.808,2,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956,8
Come & Get It,Selena Gomez,6LoQHIo74tOzQ8EsLEkhgF,pop,0.546,0.787,7,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,79.979,13
Take It Off,Kesha,0WCiI0ddWiu5F2kSHgfw5S,pop,0.729,0.675,5,-5.292,0,0.0286,4.14e-05,0.00126,0.0867,0.74,125.036,8
Chasing The Sun,The Wanted,4b4c0oH7PtrPsI86drzgFs,pop,0.637,0.732,7,-6.209,0,0.0965,0.244,0.0,0.498,0.68,128.108,5
Super Bass,Nicki Minaj,3hlksXnvbKogFdPbpO9vel,pop,0.723,0.86,11,-4.357,1,0.203,0.271,4.56e-06,0.598,0.667,126.979,5
A Year Without Rain,Selena Gomez & The Scene,1r0XfrhdG6bsiS4oe1QM96,pop,0.629,0.806,2,-5.264,0,0.0442,0.0102,1.72e-05,0.112,0.409,119.966,13
My First Kiss (feat. Ke$ha),"3OH!3, Kesha",4q7XSM6laraTPDglxDqn28,pop,0.699,0.803,7,-6.387,1,0.0793,0.00757,1.62e-06,0.341,0.862,138.074,6
#thatPOWER,"will.i.am, Justin Bieber",01TuObJVd7owWchVRuQbQw,pop,0.797,0.608,6,-6.096,0,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999,8
You Belong With Me,Taylor Swift,1GEBsLDvJGw7kviySRI6GX,pop,0.687,0.745,6,-4.432,1,0.0379,0.178,1.59e-05,0.111,0.435,129.966,6
S&M,Rihanna,0C4ejWmOTMv8vuYj85mf8m,pop,0.767,0.682,1,-5.02,1,0.042,0.0113,0.00016,0.104,0.833,127.975,4
Girlfriend,Avril Lavigne,45hOioMDJktr86iKDHC8gr,pop,0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983,0
Live While We're Young,One Direction,6Vh03bkEfXqekWp7Y1UBRb,pop,0.663,0.857,2,-2.16,1,0.0544,0.0542,0.0,0.144,0.931,126.039,4
Poker Face,Lady Gaga,1QV6tiMFM6fSOKOGLMHYYg,pop,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,4
Stronger (What Doesn't Kill You),Kelly Clarkson,1nInOsHbtotAmEOQhtvnzP,pop,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,4
Die Young,Kesha,7EQGXaVSyEDsCWKmUcfpLk,pop,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,8
Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",1ve0SgTZkv3wdggJLqtBYU,pop,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014,13
Cool for the Summer,Demi Lovato,2zFF6jG5hQArbzcXz3KUWk,pop,0.583,0.61,5,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06,13
Boom Clap,Charli XCX,094RugjgLW6CdPLOJctBZ3,pop,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,4
Talking Body,Tove Lo,7cgu4JBW3hq1GwTM1ilkKQ,pop,0.736,0.761,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999,13
The Nights,Avicii,0QjpQP1w7apeMXzioL8sqN,pop,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,6
Single Ladies (Put a Ring on It),Beyoncé,5mMjkxGijQB4JZallYrkOW,pop,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,7
The One That Got Away,Katy Perry,2k3MdyqMHmfZubFg3pmtby,pop,0.691,0.795,1,-4.021,0,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,8
Don't Let Me Down,"The Chainsmokers, Daya",1i1fxkWeaMmKEB4T7zqbzK,pop,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,0
TiK ToK,Kesha,0HPD5WQqrq7wPWR7P7Dw1i,pop,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,8
Slow Down,Selena Gomez,2OsEJFTfzfjG4oC92cuP2c,pop,0.722,0.821,1,-3.856,0,0.165,0.073,0.0,0.631,0.721,127.944,5
So What,P!nk,0JiY190vktuhSGN6aqJdrt,pop,0.534,0.87,11,-3.078,0,0.0425,0.000334,0.0,0.241,0.462,126.019,3
22,Taylor Swift,6ce41JVa6KFaryfmC2bu2W,pop,0.661,0.729,7,-6.561,1,0.0376,0.00215,0.0013,0.0477,0.668,103.987,6
Cool Kids,Echosmith,13P5rwmk2EsoFRIz9UCeh9,pop,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,6
The Only Exception,Paramore,3ZHfX6kbiY7JVsB63lLOLu,pop,0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.715,14
Part Of Me,Katy Perry,1nZzRJbFvCEct3uzu04ZoL,pop,0.678,0.918,5,-4.63,1,0.0355,0.000417,0.0,0.0744,0.769,130.028,6
Cool Girl,Tove Lo,3tJ4y2Zqx6gM9xOAuFfsSF,pop,0.674,0.694,9,-7.076,0,0.109,0.313,7.17e-06,0.0752,0.203,101.993,13
Raise Your Glass,P!nk,1gv4xPanImH17bKZ9rOveR,pop,0.7,0.709,7,-5.006,1,0.0838,0.0048,0.0,0.029,0.624,122.019,6
Just Dance,"Lady Gaga, Colby O'Donis",1dzQoRqT5ucxXVaAhTcT0J,pop,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,8
Since U Been Gone,Kelly Clarkson,3xrn9i8zhNZsTtcoWgQEAd,pop,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131.0,4
Umbrella,"Rihanna, JAY-Z",49FYlytm3dAAraYgpoJZux,pop,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,0
Black Magic,Little Mix,6rmXhRIemCTPyMYZRDN7Qg,pop,0.776,0.875,4,-5.535,1,0.0575,0.0343,0.0,0.314,0.849,111.988,4
Power (feat. Stormzy),"Little Mix, Stormzy",4QVFtAswXqPoAWRLo5yu8a,pop,0.586,0.865,7,-4.092,1,0.319,0.0345,5.7e-06,0.165,0.468,172.912,7
Came Here for Love,"Sigala, Ella Eyre",3kGfazcbVvVkuZunzlLgTD,pop,0.708,0.868,6,-3.287,1,0.0431,0.0313,0.0,0.122,0.72,124.994,6
Chasing Highs,ALMA,3GJjiToqnCxTm5rOaqoxdi,pop,0.792,0.775,2,-4.575,0,0.0532,0.271,1.55e-05,0.406,0.521,111.957,8
Primadonna,MARINA,4sOX1nhpKwFWPvoMMExi3q,pop,0.66,0.689,4,-2.671,0,0.0337,0.0884,0.0,0.0922,0.427,127.98,8
American Boy,"Estelle, Kanye West",22UDw8rSfLbUsaAGTXQ4Z8,pop,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,9
Stay The Night - Featuring Hayley Williams Of Paramore,"Zedd, Hayley Williams",4bT2zLVv2T4GiK9q9KtI0v,pop,0.596,0.738,8,-3.109,1,0.0411,0.109,0.0,0.0947,0.461,127.961,6
Breathe (feat. Ina Wroldsen),"Jax Jones, Ina Wroldsen",4Vbz3osCh6DwHYv5gVv5H2,pop,0.724,0.733,11,-5.539,0,0.0382,0.0249,0.000318,0.127,0.672,125.993,3
Juliet,Lawson,0nbDWW4ZhPeeBt5JtiKx9M,pop,0.698,0.727,2,-4.703,1,0.032,0.00381,0.0,0.0389,0.83,137.031,4
Easy Love,Sigala,1dn1CQcTDnkmncHIKBaC6i,pop,0.688,0.889,9,-4.311,1,0.0571,0.0972,0.000397,0.0964,0.573,124.04,6
Human,The Killers,0McuGBXkEVz9Yq5gui4A7c,pop,0.552,0.84,10,-7.033,1,0.0684,0.00104,0.000674,0.0934,0.571,135.468,6
Black & Gold - Radio Edit,Sam Sparro,4pkZNPC6yeMnQABwkTmsR6,pop,0.551,0.794,4,-4.863,0,0.104,0.00119,0.0,0.112,0.334,135.947,13
Crazy in Love (feat. Jay-Z),"Beyoncé, JAY-Z",0klMKiGV38IRaBo3jjt3oC,pop,0.64,0.767,7,-5.829,1,0.218,0.00068,3.06e-06,0.049,0.642,99.211,9
Can We Dance,The Vamps,2kqAtjOtQPAR0OiYUJR43k,pop,0.64,0.82,1,-4.729,0,0.0464,0.00312,0.0,0.189,0.583,130.108,8
Telephone,"Lady Gaga, Beyoncé",6nCDnzErqalOaIY3EJM8NK,pop,0.825,0.832,5,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122.021,8
Hold On - Radio Edit,"MOGUAI, Cheat Codes",2VmgF0E6J0bwYwJyh0ej4j,pop,0.596,0.77,5,-5.852,1,0.0775,0.21,0.0,0.0938,0.547,124.914,6
First Time,"M-22, Medina",25Mf35cnnFalpVNFp0g3hW,pop,0.705,0.838,8,-3.69,1,0.0389,0.00449,0.00037,0.0926,0.219,124.03,14
She Makes Me Wanna (feat. Dev),"JLS, Dev",22koahlPKfUaSK2OzoyohS,pop,0.675,0.853,0,-4.271,1,0.0962,0.0478,0.0,0.373,0.82,125.979,4
What About Us,"The Saturdays, Sean Paul",4Hsn8y4PcSU6bm9bLB1gwy,pop,0.704,0.68,7,-4.751,1,0.0581,0.0059,0.0,0.213,0.689,123.973,6
Beat Again - Radio Edit,JLS,426vBhxw4upEf11BqBBgs0,pop,0.884,0.919,11,-5.937,1,0.0697,0.0222,0.0,0.0679,0.967,120.012,6
All Time Low,The Wanted,4kPf4MbDp81GfVHLISdByL,pop,0.69,0.617,8,-5.022,0,0.052,0.35,0.0,0.0789,0.787,134.023,3
Fight For This Love,Cheryl,33IQnmtJYjCcrvUUMQgi80,pop,0.739,0.741,7,-5.873,1,0.0912,0.013,0.0,0.0679,0.727,122.988,6
Glad You Came,The Wanted,5yDL13y5giogKs2fSNf7sj,pop,0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,3
Domino,Jessie J,2fQxE0jVrjNMT9oJAXtSJR,pop,0.758,0.557,7,-4.568,1,0.034,0.0117,0.0,0.0418,0.781,126.986,6
Hide Away,Daya,0uyZ5ckiIUbFZd3P6RWmrj,pop,0.885,0.8,11,-4.714,0,0.0846,0.23,1.99e-06,0.0734,0.464,95.018,3
Too Little Too Late,JoJo,4T4NLIMypdmyUwK54jECk4,pop,0.421,0.799,6,-5.183,0,0.0562,0.00871,1.63e-05,0.0794,0.731,82.408,13
Bad Boys (feat. Flo Rida),"Alexandra Burke, Flo Rida",0JYRNrTwUmeySRX37azvnH,pop,0.67,0.866,1,-3.684,1,0.0538,0.0115,0.0,0.358,0.636,140.029,4
Party Girl,McFly,4Ol98m9d532Rf9jJeFYUwu,pop,0.632,0.967,1,-3.289,0,0.0891,0.021,8.36e-05,0.355,0.682,125.004,8
Can't Speak French,Girls Aloud,1TAEWI9BdB26h8NmLQLOl5,pop,0.516,0.96,1,-3.147,0,0.0834,0.18,8.84e-05,0.11,0.653,69.997,13
Lightning,The Wanted,5ZndIlfBM43CegOSMwAMc9,pop,0.613,0.885,3,-4.196,1,0.0407,0.00182,0.000348,0.105,0.381,134.929,14
The Boy Does Nothing,Alesha Dixon,522GGnq0ZikjsxbiKFLy3D,pop,0.632,0.972,3,-2.423,0,0.121,0.121,7.74e-05,0.0317,0.845,87.0,8
Down With The Trumpets,Rizzle Kicks,1Fxp4LBWsNC58NwnGAXJld,pop,0.753,0.88,4,-4.689,0,0.0806,0.087,0.0,0.24,0.794,115.057,8
Kickstarts,Example,07WEDHF2YwVgYuBugi2ECO,pop,0.61,0.836,5,-4.455,1,0.0573,0.00374,0.0,0.358,0.657,126.056,6
Brokenhearted,Karmin,6z7qW5Xq8NOSDUtAFmJr37,pop,0.765,0.765,1,-2.732,0,0.0585,0.00765,3.82e-06,0.0527,0.886,120.001,8
Here's to Never Growing Up,Avril Lavigne,0qwcGscxUHGZTgq0zcaqk1,pop,0.482,0.873,0,-3.145,1,0.0853,0.0111,0.0,0.409,0.737,165.084,0
When Love Takes Over,The Saturdays,0WpKKRbz0s5hVTXeMlTC5x,pop,0.534,0.901,9,-4.428,1,0.102,0.0168,2e-06,0.247,0.294,127.934,14
Dance Wiv Me - Radio Edit,"Dizzee Rascal, Calvin Harris, Chrome",6pTg4H8juKV9iSzrcVUbM3,pop,0.878,0.746,11,-4.281,1,0.0451,0.0476,0.0,0.154,0.792,111.996,6
The Way,"Ariana Grande, Mac Miller",0S4RKPbRDA72tvKwVdXQqe,pop,0.645,0.878,5,-3.208,0,0.113,0.294,0.0,0.076,0.862,82.324,8
Broken Heels - Single Mix,Alexandra Burke,483nfeDIuO67h5EjIFkFtq,pop,0.628,0.774,1,-3.876,1,0.127,0.0323,0.0,0.422,0.392,166.03,0
Twilight,Cover Drive,6M7bXLGi2e3QKHLwZTTmEN,pop,0.425,0.746,7,-2.978,1,0.0339,0.00821,0.00048,0.265,0.352,89.058,14
Earthquake (feat. Tinie Tempah),"Labrinth, Tinie Tempah",3SxiAdI8dP9AaaEz1Z24mn,pop,0.54,0.856,0,-3.966,0,0.1,0.109,0.0,0.276,0.258,153.071,15
Evacuate The Dancefloor,Cascada,0jDWRUbxSn8zQlwFbeLHwo,pop,0.762,0.702,0,-5.87,1,0.0432,0.0167,0.0,0.314,0.898,127.029,4
On The Floor,"Jennifer Lopez, Pitbull",3C0nOe05EIt1390bVABLyN,pop,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,8
La Da Dee,Cody Simpson,0ccwMrlZONy5yXrirq7lTe,pop,0.657,0.828,5,-5.544,1,0.0728,0.00847,0.0,0.326,0.566,115.954,6
Somebody To You,The Vamps,6VrLYoQKdhu1Jruei06t65,pop,0.526,0.818,3,-5.952,1,0.0358,0.0587,0.0,0.333,0.896,171.96,0
Everybody in Love,JLS,2iLN22AngD3PTsbvBu5ypL,pop,0.716,0.745,5,-6.984,0,0.0329,0.0638,0.0,0.364,0.693,139.975,8
Cheerleader (Felix Jaehn Remix) - Radio Edit,"OMI, Felix Jaehn",6fQcqEcXfnY0L6VwS0c3gT,pop,0.827,0.576,4,-7.774,1,0.0372,0.184,0.029,0.0656,0.41,118.04,4
Somebody To Love,Justin Bieber,3rLIv187BhjyweFe89SgLn,pop,0.714,0.833,5,-5.239,1,0.0259,0.00249,0.0,0.298,0.663,129.964,6
Closer,Ne-Yo,3cYesmfE3ptx7FGWEmDkXT,pop,0.711,0.753,4,-6.461,0,0.0766,0.028,2.96e-05,0.152,0.588,126.051,8
Monaco,MKTO,3GQnWBLRh9GiaP34RlbTbK,pop,0.653,0.651,11,-5.128,1,0.0276,0.0754,0.0,0.0562,0.299,99.036,6
What the Hell,Avril Lavigne,2z4U9d5OAA4YLNXoCgioxo,pop,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,8
Kiss Me Thru The Phone,"Soulja Boy, Sammie",2q4rjDy9WhaN3o9MvDbO21,pop,0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998,6
As Long As You Love Me,"Justin Bieber, Big Sean",0pwYLVXVknPSGUQb39cePC,pop,0.571,0.873,0,-3.382,0,0.1,0.0811,0.0,0.361,0.613,139.691,8
Rude Boy,Rihanna,60jzFy6Nn4M0iD1d94oteF,pop,0.563,0.75,11,-4.496,1,0.127,0.113,0.0,0.0788,0.812,173.906,0
You Make Me Feel... (feat. Sabi),"Cobra Starship, Sabi",0QvvVhTatOAgPH7q7r89fE,pop,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,3
What You Waiting For?,Gwen Stefani,67txf4D8SqDc5lmCMVAz01,pop,0.676,0.948,5,-2.557,1,0.0628,0.0509,8.19e-06,0.384,0.731,136.027,6
Let Me Think About It - Radio Edit,"Ida Corr, Fedde Le Grand",53rQM3LpXLf2hyClva3jiz,pop,0.787,0.767,0,-2.339,0,0.0475,0.000707,0.0709,0.131,0.777,129.073,8
Eyes Wide Shut,JLS,6qM1jtagCVVfS0weRqI1WX,pop,0.696,0.749,0,-6.244,1,0.0341,0.00163,0.0,0.217,0.589,128.023,4
Bonkers,"Dizzee Rascal, Armand Van Helden",6ddQ5KCkvCggk3j6KdA0zL,pop,0.624,0.977,11,-3.34,0,0.22,0.00615,0.0,0.253,0.74,126.129,3
Boys And Girls,Pixie Lott,4Raw0D7r9AI93ONF5TDlvw,pop,0.714,0.8,1,-4.178,1,0.0538,0.0202,7.35e-06,0.171,0.766,129.989,4
Clarity,"Zedd, Foxes",60wwxj6Dd9NJlirf84wr2c,pop,0.509,0.781,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0,14
