title,artist,track_id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
brush strokes.,MF Eistee,2fcsZk3v6B5vPtDULRXi16,jazz,0.858,0.326,5,-10.759,0,0.165,0.785,0.805,0.11,0.827,86.075,1
Batumi,"LESKY, Waywell",2vYnsBFpnlF7kPkUh51bJl,jazz,0.713,0.384,9,-13.722,1,0.0373,0.901,0.785,0.188,0.0939,104.943,1
Jordans,"Saib, Bluestaeb",6vJ4Z2Hc5Bmm0sdqf9CtTR,jazz,0.763,0.416,7,-10.156,1,0.184,0.802,0.28,0.146,0.853,86.989,12
But Beautiful,"Kenny Dorham, Sonny Rollins",16sM9RdM3vydug3dKqiJe7,jazz,0.409,0.212,7,-13.75,1,0.0338,0.962,0.922,0.155,0.362,82.335,1
"Love Song From ""Apache""",Coleman Hawkins Quartet,1ldbeoLxi5XU6Y2DlJIQMD,jazz,0.468,0.0327,9,-16.654,0,0.0452,0.984,0.0792,0.099,0.253,122.807,12
Butch And Butch,Oliver Nelson,1zNpEhOhQhFaXS7zVFmJFe,jazz,0.55,0.478,0,-9.84,1,0.0736,0.912,0.911,0.215,0.875,103.848,1
On Green Dolphin Street,Grant Green,6gqpJqDXHqu5KyLNKB3isv,jazz,0.582,0.173,5,-18.759,0,0.0376,0.881,7.9e-05,0.0987,0.477,93.564,12
I Think It's Going To Rain Today,Curtis Stigers,51puCobRA6TxpCfVYEUPi1,jazz,0.463,0.048,0,-23.104,1,0.0403,0.959,0.00195,0.0956,0.177,100.986,12
"Big City Blues - Live At Webster Hall, New York City / December 18, 1962",Gerry Mulligan,6KzzdfwyNkkdHKYCvnH6UA,jazz,0.501,0.29,10,-14.419,1,0.0458,0.774,0.0041,0.169,0.337,88.001,12
Going Down,"Flo Badabum, Golden Ticket Tapes",4hooXSFbLpgP2f3GX2xRVc,jazz,0.555,0.248,0,-10.237,1,0.0572,0.884,0.78,0.0895,0.11,85.996,1
New Horizons,Wacho,6rBZsc2hp16TPigOrPHEPl,jazz,0.691,0.571,4,-8.807,0,0.0805,0.176,0.433,0.0734,0.587,153.981,2
Reconciliation,Brian Blade Fellowship,01UeoufJJHpYcDeycSEcQN,jazz,0.368,0.149,11,-15.006,1,0.0325,0.912,0.901,0.0836,0.102,121.287,10
Dirty Neon,damaa.beats,1Nwnj9ugENubiCoq0Vu1kN,jazz,0.81,0.287,10,-12.502,0,0.0912,0.423,0.193,0.11,0.237,80.057,1
Funky Blues,Charlie Parker,3NE5lO9PthWPelhhsAnUix,jazz,0.639,0.195,0,-15.258,1,0.0436,0.86,0.725,0.0909,0.453,67.087,1
Valencia,".multibeat, Noflik",73BMJYyFBU2Awsz8HL27cz,jazz,0.779,0.815,6,-9.963,1,0.0553,0.438,0.863,0.0776,0.833,90.524,11
Lullaby Of Birdland,Lionel Hampton & His Just Jazz All Stars,5nLa2V3FhbYWuSdMorts8b,jazz,0.575,0.181,0,-17.21,0,0.0436,0.916,0.0217,0.0763,0.658,131.857,12
Sing Sing Sing,Gene Krupa,5BpqaelG51cJ0DODvbhLSq,jazz,0.544,0.616,5,-10.738,0,0.0307,0.506,0.722,0.0662,0.613,116.261,1
Blues For Mr. Broadway,"Oliver Nelson, Ben Webster",1RHO6tMh2FxvD9hKDAlS3m,jazz,0.5,0.197,5,-16.625,1,0.0359,0.928,0.744,0.268,0.286,128.42,1
Seven Come Eleven - Instrumental,Lionel Hampton,2S8vny7gUtU5Sw25xiJafh,jazz,0.479,0.531,8,-12.822,1,0.0422,0.581,3.99e-06,0.145,0.492,117.36,12
Time to Let Go,Mr Mantega,72LFQFzR2ToGnAVjfYWAvZ,jazz,0.715,0.42,7,-10.153,0,0.077,0.379,0.854,0.156,0.291,80.2,1
Blues In The Closet,Bud Powell,5JyG1qNpWmCKXiEqPUdOXK,jazz,0.697,0.134,0,-19.991,1,0.0545,0.862,0.937,0.1,0.416,96.519,1
Nightcap,Dpsht,6Z2sdoD4NLUdyLU75PL7a6,jazz,0.65,0.359,5,-15.9,1,0.0817,0.732,0.906,0.128,0.402,79.985,1
Another Day,"4hero, Jill Scott",6UIOashWRzgywXhjhrdIoW,jazz,0.62,0.529,10,-10.02,0,0.112,0.305,3.47e-05,0.222,0.515,150.457,3
Ifeyinwa,Wilczynski,4sCMICmVUPkNkYTmYK5Cn0,jazz,0.744,0.478,11,-10.504,0,0.0359,0.408,0.683,0.441,0.589,79.497,1
Arpoador,Chancla,5PVJi0Z0PPqda1tneSNPnD,jazz,0.695,0.324,8,-12.577,1,0.0396,0.703,0.905,0.394,0.312,77.979,1
Moody,"Living Room, damaa.beats",4YSfx207ylk9FMY6VfIAhd,jazz,0.757,0.286,1,-12.742,0,0.124,0.792,0.755,0.0688,0.648,80.994,1
Thursday,"Farnell Newton, Gxldxn Fxnch",6gu6XZmHNNaQx4u7iOENLg,jazz,0.617,0.418,1,-13.183,0,0.0741,0.724,0.776,0.111,0.507,90.015,1
Midnight Oil,"kidstrange, Dpsht, Pueblo Vista",1QvbfgUFrYBT9IuvELJw5x,jazz,0.48,0.56,9,-11.013,0,0.0724,0.77,0.748,0.167,0.172,79.878,1
Sun Touch,"Rudy Raw, Myríad",4UwLr7EgawoWfBO30za5Xz,jazz,0.66,0.355,7,-15.294,0,0.135,0.828,0.894,0.0964,0.55,85.049,1
No Passenger,"SamuW, Nofeels, Mendeville",07pz1OKnvwuuQwIZPYVJJ1,jazz,0.687,0.274,2,-17.818,0,0.215,0.675,0.665,0.103,0.392,79.117,1
Night Train,"Jimmy Smith, Wes Montgomery",3fpPjlTQ9x9XZA24WcaWBQ,jazz,0.636,0.596,5,-9.447,0,0.0452,0.447,0.699,0.0796,0.573,131.998,2
Bumpin',Wes Montgomery,610yNLPeKGsigKgouHgBxp,jazz,0.675,0.364,10,-14.929,0,0.0269,0.819,0.000525,0.0653,0.726,105.706,12
JayJungle,Duan Wasi,6WmRBi6cxOll8MLNVMKkNp,jazz,0.867,0.406,5,-13.693,0,0.703,0.0963,0.00271,0.0921,0.705,152.111,7
Lazy Sunday Jazz,IAMPAUL,3BhVabAMobIIhp2NlDc9hn,jazz,0.8,0.572,5,-9.936,1,0.0489,0.126,0.952,0.111,0.862,158.105,11
Brownie Eyes - Remastered,Clifford Brown,3gnUNNgULDAL0Y4Rnz6CSM,jazz,0.463,0.24,5,-10.178,1,0.0421,0.963,0.863,0.32,0.37,73.388,1
Winding Up,"Devon Rea, LESKY",1rGvNMdxYGnE6lH2EeMfwQ,jazz,0.746,0.334,3,-14.969,0,0.102,0.944,0.888,0.105,0.303,76.002,1
ST13,Jazzy James,43got7b21DC6igGK9P2oHu,jazz,0.596,0.385,4,-15.744,0,0.0353,0.889,0.939,0.139,0.304,146.003,1
Central,Sammy TQ,6c5lX0gMSXDpUlTDnb826w,jazz,0.807,0.136,0,-11.208,0,0.0542,0.648,0.937,0.0668,0.558,83.997,1
Brownie Eyes - Remastered,Clifford Brown,3gnUNNgULDAL0Y4Rnz6CSM,jazz,0.463,0.24,5,-10.178,1,0.0421,0.963,0.863,0.32,0.37,73.388,1
Don't Go,"sloh rou, ron quixote",6IMizBxvWe908mqf9rJlW0,jazz,0.701,0.28,10,-10.097,1,0.0431,0.243,0.705,0.103,0.31,93.008,1
Epistrophy - Alternate Take,"Thelonious Monk, John Coltrane",6UcmLLsVjdatOQcQKE9XdO,jazz,0.499,0.406,8,-13.671,1,0.0515,0.519,1.18e-06,0.077,0.676,87.885,12
Lagoon,"Sátyr, Future of Lofi",1xz1RiE7nVAeehBCXQsacj,jazz,0.674,0.464,4,-12.776,0,0.0566,0.344,0.829,0.144,0.287,83.915,1
No Noise - Pt. I & II,"Charlie Parker, Machito Orchestra",3f7mADpg1LXSvhcfMYsFmd,jazz,0.528,0.662,11,-9.388,0,0.0622,0.848,0.105,0.2,0.795,96.799,3
Love Heals,Zmeyev,04f1UBAxHbq95fCMqNnMhC,jazz,0.741,0.507,10,-11.025,0,0.0344,0.574,0.699,0.11,0.395,130.029,1
Jezerro,"ØDYSSEE, delaney.",0wO5Kuq82JCh1w5XZBSqiZ,jazz,0.573,0.583,5,-6.165,0,0.0529,0.239,0.704,0.102,0.15,88.379,13
Sweetheart Blues,Herb Ellis,6qCo0icsR3m1HiSZNaKoy2,jazz,0.536,0.37,0,-12.524,1,0.0396,0.854,0.062,0.151,0.77,112.678,12
Almost Like Being In Love,"Jutta Hipp, Zoot Sims",5T7Yd8dDaNLeFhv4dRfrkA,jazz,0.502,0.285,7,-11.538,0,0.0439,0.666,0.0,0.125,0.705,95.747,12
It's All Good,KaspaHauser,6I96KSEuwVp6yTjMdXBotU,jazz,0.784,0.413,8,-6.541,0,0.116,0.161,0.829,0.114,0.961,140.015,2
Soulstice,Zmeyev,2B7I9d5fP7dsQtct8FpSG1,jazz,0.829,0.17,10,-13.862,0,0.18,0.725,0.882,0.1,0.468,80.198,1
Both Sides Now,Herbie Hancock,2S6dk8S2NNvSGc6fGnBEBx,jazz,0.365,0.12,11,-15.974,1,0.0415,0.948,0.0947,0.103,0.129,92.738,12
Bumpin',Wes Montgomery,610yNLPeKGsigKgouHgBxp,jazz,0.675,0.364,10,-14.929,0,0.0269,0.819,0.000525,0.0653,0.726,105.706,12
Jazz in Berlin,"Zmeyev, Honshu Lo fi, Tonion",0ckDSMcfYdJeGoa0CiazGO,jazz,0.795,0.339,9,-12.968,0,0.0512,0.844,0.747,0.0854,0.561,85.038,1
It's Magic,"Eric Dolphy, Booker Little",0LxH7WyatlmgQId1bj0R0e,jazz,0.544,0.205,10,-17.881,1,0.0466,0.567,0.0253,0.0753,0.453,71.43,12
"Big City Blues - Live At Webster Hall, New York City / December 18, 1962",Gerry Mulligan,6KzzdfwyNkkdHKYCvnH6UA,jazz,0.501,0.29,10,-14.419,1,0.0458,0.774,0.0041,0.169,0.337,88.001,12
Rose of the sun,"Don Philippe, Rzuma",0LzGNq6VBa2O3fQzSEY8ct,jazz,0.538,0.0432,6,-12.958,1,0.262,0.926,0.953,0.106,0.759,161.885,1
On Green Dolphin Street,Grant Green,6gqpJqDXHqu5KyLNKB3isv,jazz,0.582,0.173,5,-18.759,0,0.0376,0.881,7.9e-05,0.0987,0.477,93.564,12
Sun Touch,"Rudy Raw, Myríad",4UwLr7EgawoWfBO30za5Xz,jazz,0.66,0.355,7,-15.294,0,0.135,0.828,0.894,0.0964,0.55,85.049,1
lovers in flux,meadowzz,5rtXyg3iIOKKw52ObwSDh7,jazz,0.544,0.366,2,-10.741,1,0.0429,0.831,0.579,0.109,0.466,180.186,12
Of Dreams To Come,Robert Glasper,0yU6Y6DP77qclbJ7nupXed,jazz,0.436,0.432,10,-16.085,0,0.0543,0.892,0.822,0.119,0.133,111.638,1
Everyone Has Dreams,Zairis Téjion,64O7lkTjxA42N6oILtGttv,jazz,0.745,0.439,5,-9.348,1,0.0412,0.21,0.952,0.124,0.244,170.05,11
Django,The Modern Jazz Quartet,1qKWDE2YOiFrUmgwoIFWDS,jazz,0.623,0.193,5,-16.192,0,0.0454,0.924,0.0318,0.0994,0.208,110.363,12
Orion,"Sátyr, Sitting Duck, Louk",0o1opQiQ3TGqSOdEFFsDk4,jazz,0.762,0.432,6,-11.333,1,0.0842,0.174,0.47,0.0951,0.325,160.001,11
I Like That,Emapea,66g2qfKKlTiZjkGcc0F4kp,jazz,0.689,0.398,2,-4.743,0,0.124,0.0124,0.892,0.116,0.724,172.109,2
Yucca,"Sátyr, Drxnk",2l2VhcUOu7reM8FuefmYot,jazz,0.533,0.148,3,-20.792,1,0.0378,0.907,0.942,0.109,0.048,108.469,10
Motion,Lazlow,6UlFkBaRpXoKxh17layBXn,jazz,0.833,0.619,7,-8.185,0,0.0526,0.158,0.914,0.351,0.397,139.927,2
Brighter Days,Katashi Kaitō,114GXUgTtjmq5f95HIvxzQ,jazz,0.677,0.303,10,-15.345,1,0.0885,0.128,0.728,0.124,0.818,168.042,11
Point Nemo With You,Wolberts,79xcWzUPupP8YIT1QULBZg,jazz,0.78,0.36,10,-10.377,0,0.104,0.124,0.729,0.11,0.756,87.006,2
Big Red,Count Basie,0dZyBGEDsJgl3ymkqqVrhX,jazz,0.598,0.474,5,-12.089,0,0.051,0.763,0.148,0.086,0.788,124.282,12
Gleam,"Nofeels, Nokiaa",7miAttpnJOeJqJBBvYRxi0,jazz,0.629,0.37,3,-8.791,0,0.192,0.838,0.631,0.0597,0.412,76.046,1
Ghost of a Chance,Lennie Tristano,5vTBSWHl0qXtM1980R2pVM,jazz,0.506,0.0401,0,-24.631,1,0.0467,0.965,0.789,0.687,0.301,80.602,10
"That's All - Live At The Tivoli Gardens, Copenhagen / 1979","Oscar Peterson, Stéphane Grappelli",7imkbCXiELxARUhIE0og1p,jazz,0.398,0.323,0,-18.095,1,0.0546,0.759,0.396,0.964,0.265,76.244,5
The Island,"Harry Hawaii, Saiko",7JVR2Z7VMjEwUlsSiwEjF6,jazz,0.664,0.264,0,-9.455,0,0.0491,0.224,0.625,0.469,0.302,86.031,1
In and Out,"flamingo zamperoni, Chirofafa",7aI9ZBs5D4Wlji20g4jUV1,jazz,0.612,0.372,8,-10.464,1,0.0387,0.0876,0.867,0.102,0.36,69.988,1
"Mack The Knife - Live at the Deutschlandhalle, Berlin, 1960","Ella Fitzgerald, The Paul Smith Quartet",7549epm7P9NV1zTMfKBI8m,jazz,0.568,0.628,8,-10.244,1,0.106,0.697,0.0,0.488,0.551,140.897,5
Himawari,lōland,6qFATy6A0wlVvY6jjKzDLW,jazz,0.729,0.501,5,-7.706,1,0.0707,0.648,0.938,0.362,0.421,81.981,1
Witch Craft,"Bill Evans, Scott LaFaro, Paul Motian",5c8oYApmLXrs4Ef4U32ldy,jazz,0.648,0.131,0,-19.42,1,0.0496,0.964,0.849,0.124,0.494,91.708,1
Kanaan,Dualizm,5G5nj9Ie8asmAQp8b1JS2I,jazz,0.71,0.287,2,-13.598,1,0.0517,0.0812,0.831,0.104,0.676,88.962,1
Cry Me A River,Julie London,7f6AAixCrVar1ZY7RPHDfM,jazz,0.496,0.0688,4,-14.927,0,0.0545,0.964,0.00229,0.112,0.161,119.898,12
Love Heals,Zmeyev,04f1UBAxHbq95fCMqNnMhC,jazz,0.741,0.507,10,-11.025,0,0.0344,0.574,0.699,0.11,0.395,130.029,1
Across the River,"Jam'addict, Soul Food Horns",426RlrJbfmYhYimbrUF96W,jazz,0.629,0.362,9,-14.81,0,0.0495,0.841,0.783,0.132,0.159,79.98,1
Waitin4u,Lazlow,5suid8v95Ql8nV9yE2LtGN,jazz,0.684,0.425,4,-8.968,0,0.0543,0.55,0.915,0.103,0.549,83.974,1
moonlights,"Oilix, Saiko",2aH7PYX1vdr96PNXdBqmJs,jazz,0.628,0.253,0,-14.122,1,0.0307,0.0485,0.441,0.065,0.428,78.018,12
Space Man,"Jmss, Soul Food Horns",41Lf90KAgSLn5uYtPQ578o,jazz,0.629,0.401,0,-12.357,1,0.0871,0.632,0.91,0.133,0.12,80.018,1
Gringo City,Cal Tjader,1fb3L5LQadW5gUCHozC8nY,jazz,0.572,0.499,5,-15.732,1,0.0548,0.747,0.831,0.0991,0.686,118.306,1
If Only,Tabi,1hxqIrbn790zZqwIN45ygU,jazz,0.649,0.461,6,-10.842,1,0.0373,0.913,0.913,0.108,0.29,85.038,1
"Big City Blues - Live At Webster Hall, New York City / December 18, 1962",Gerry Mulligan,6KzzdfwyNkkdHKYCvnH6UA,jazz,0.501,0.29,10,-14.419,1,0.0458,0.774,0.0041,0.169,0.337,88.001,12
spirits,n o r m a l,3tnwNbL6NaJrOnAB3qTb0D,jazz,0.537,0.495,9,-9.36,0,0.0459,0.568,0.644,0.115,0.634,168.063,2
Coastal View Drive,"sloh rou, ron quixote",5xdR0yU72ZQJwxcPVvugm9,jazz,0.678,0.274,1,-12.044,1,0.0746,0.898,0.63,0.369,0.111,77.004,1
Central,Sammy TQ,6c5lX0gMSXDpUlTDnb826w,jazz,0.807,0.136,0,-11.208,0,0.0542,0.648,0.937,0.0668,0.558,83.997,1
Natural Springs,"Oaty., Prime8",6Qu2SmU6jgmKNhefkWFW0T,jazz,0.83,0.263,7,-10.287,0,0.0451,0.885,0.716,0.107,0.467,134.95,1
The Mountain,"Guzimi, Grmmr.126",7uS16BxAtHTTUgloivM6iy,jazz,0.51,0.553,7,-10.208,1,0.203,0.638,0.206,0.138,0.545,86.597,12
Delivery,"ZeDe, Board-Man",68yTtuPJ7nuADkvdVPzV30,jazz,0.753,0.334,1,-10.601,1,0.0434,0.361,0.912,0.106,0.397,85.014,1
Django,The Modern Jazz Quartet,1qKWDE2YOiFrUmgwoIFWDS,jazz,0.623,0.193,5,-16.192,0,0.0454,0.924,0.0318,0.0994,0.208,110.363,12
"Mack The Knife - Live at the Deutschlandhalle, Berlin, 1960","Ella Fitzgerald, The Paul Smith Quartet",7549epm7P9NV1zTMfKBI8m,jazz,0.568,0.628,8,-10.244,1,0.106,0.697,0.0,0.488,0.551,140.897,5
Fourth Of July - Instrumental,The Dave Brubeck Quartet,2aLQSKetWVAX3rhCLFqcrB,jazz,0.419,0.427,8,-15.234,1,0.0432,0.814,0.753,0.117,0.229,135.385,1
"Mack The Knife - Live at the Deutschlandhalle, Berlin, 1960","Ella Fitzgerald, The Paul Smith Quartet",7549epm7P9NV1zTMfKBI8m,jazz,0.568,0.628,8,-10.244,1,0.106,0.697,0.0,0.488,0.551,140.897,5
Love Walked in,Tubby Hayes,5c3Op7txVFsK6Q98vVB1jS,jazz,0.545,0.621,7,-9.159,0,0.0327,0.613,0.482,0.0657,0.676,93.366,1
Sometimes I Just Wanna Be Alone,High John,1Tw5eaC33rVgyHYNKrNGjR,jazz,0.591,0.32,11,-14.416,0,0.0789,0.438,0.28,0.111,0.409,83.879,1
It Could Happen To You,Clifford Brown,1HZkK0Tz2PAHATzDdwFeEW,jazz,0.441,0.176,0,-10.914,1,0.0356,0.99,0.97,0.133,0.26,120.614,1
Up & Down,"Drxnk, Myríad, Golden Ticket Tapes",0fuUjvuE6pRn0bUYTLmhDc,jazz,0.634,0.323,0,-11.306,0,0.178,0.894,0.808,0.113,0.371,83.003,1
Relay,"Glimlip, Sebastian Kamae",1IZEmO9QRmQsRMpZGL1HUN,jazz,0.611,0.356,11,-15.433,0,0.0675,0.181,0.897,0.169,0.19,82.001,1
Ebony,"Don Philippe, Rzuma",197x2einuu4SBFlykVQAXS,jazz,0.748,0.13,1,-16.185,1,0.0859,0.259,0.885,0.0826,0.599,37.993,1
Submotions,"DESH, Søren Søstrom, Noé Mina, No. 18",4edliA589rBftlRzNxcdPD,jazz,0.815,0.262,5,-10.876,0,0.0771,0.756,0.84,0.17,0.808,99.996,1
Monro Beach,Oslo,1i1uXh6JNzYxgmKKZRKgMA,jazz,0.614,0.295,2,-17.618,0,0.0568,0.871,0.927,0.11,0.713,149.981,1
Tropical,"Lito Akari, Slowdown",4Cr7zJwUZAw1YIjlLr6F8P,jazz,0.673,0.509,9,-9.89,0,0.0497,0.549,0.7,0.0689,0.852,75.007,1
Motion,Lazlow,6UlFkBaRpXoKxh17layBXn,jazz,0.833,0.619,7,-8.185,0,0.0526,0.158,0.914,0.351,0.397,139.927,2
What A Little Moonlight Can Do,Billie Holiday,4kBkWKfGO2qsVLItaP7TU2,jazz,0.565,0.492,5,-10.668,1,0.0736,0.92,3.46e-06,0.123,0.915,133.919,12
Whispering,Miles Davis,4Bb7eBhfbcDMYMn8bGCyNh,jazz,0.435,0.269,5,-15.875,0,0.097,0.959,0.413,0.303,0.822,175.579,1
Swingin' The Blues,Count Basie,0xRCgBTgTONnhguwO4XqEo,jazz,0.753,0.573,0,-10.189,1,0.191,0.743,0.00276,0.337,0.579,112.913,4
lovers in flux,meadowzz,5rtXyg3iIOKKw52ObwSDh7,jazz,0.544,0.366,2,-10.741,1,0.0429,0.831,0.579,0.109,0.466,180.186,12
Sky Blu,Jazzy James,2skgNWOQzfjctYXN7mQbch,jazz,0.614,0.458,0,-11.734,1,0.0442,0.706,0.874,0.397,0.312,73.043,1
Cantaloop - Remix,"Us3, Rahsaan, Gerard Presencer",3M0Cv1RZjwMAtCXMbHczST,jazz,0.854,0.752,5,-8.793,0,0.0559,0.252,0.000214,0.159,0.963,115.976,8
Actually Urgent,JAY VANILLA,1eK24FCLgi5Z5zWWdVwfso,jazz,0.611,0.425,7,-9.224,0,0.132,0.789,0.939,0.0989,0.639,172.115,1
Ahmad's Blues,Miles Davis Quintet,4EUEH31cVyRJ7DEin1s9bi,jazz,0.554,0.412,6,-14.048,1,0.0495,0.504,0.534,0.166,0.457,116.631,12
Cherry Stones,Joshua Woolf,55KXvUcU1tvECZlpNFedXO,jazz,0.945,0.401,11,-7.467,0,0.0813,0.239,0.852,0.114,0.52,97.535,2
"Sing, Sing, Sing - Live In Japan 1993",GRP All-Star Big Band,1Q1RgIjR3ly4Yu42L4WFcL,jazz,0.591,0.583,0,-11.796,1,0.0686,0.248,0.228,0.713,0.35,122.257,5
Mulholland Drive,LESKY,57gfGCAZMdVkwxcHNQrar4,jazz,0.748,0.415,7,-11.655,0,0.0635,0.375,0.882,0.107,0.419,160.042,2
Don't Go,"sloh rou, ron quixote",6IMizBxvWe908mqf9rJlW0,jazz,0.701,0.28,10,-10.097,1,0.0431,0.243,0.705,0.103,0.31,93.008,1
Do Something,Saiko,1raB0yqVLDyp0E7VE76eYB,jazz,0.559,0.666,4,-6.955,0,0.0498,0.215,0.292,0.255,0.393,178.022,15
Water Under Bridges,Gregory Porter,21ovrVXPP9HTb8EMv2xm62,jazz,0.561,0.0676,3,-14.276,1,0.0466,0.99,1.38e-06,0.128,0.311,123.111,12
Golden Hour Jazz,Soul Legend,384y9pHZhzhRW5umBn2Fnb,jazz,0.764,0.36,1,-11.866,1,0.0628,0.103,0.854,0.118,0.552,87.083,11
Maya,Wacho,1cOskEECLPMl1A81dsRke4,jazz,0.619,0.34,2,-8.826,0,0.028,0.0283,0.86,0.452,0.313,78.028,1
Of Dreams To Come,Robert Glasper,0yU6Y6DP77qclbJ7nupXed,jazz,0.436,0.432,10,-16.085,0,0.0543,0.892,0.822,0.119,0.133,111.638,1
Spring Will Be A Little Late This Year,Julie London,4P8apt1P3y4m7vQDJi2inx,jazz,0.31,0.123,7,-18.245,1,0.0343,0.98,0.114,0.18,0.0874,79.498,10
New Day,Katashi Kaitō,7igGJnNXKKdKPxRAi38LU8,jazz,0.568,0.413,1,-12.272,0,0.0541,0.549,0.892,0.141,0.578,180.088,2
Lilutu,"Sátyr, Hoffy Beats",2qHy5286NNXTEMmXWOQ9q5,jazz,0.56,0.476,0,-15.064,1,0.126,0.932,0.952,0.097,0.169,80.991,1
Revue,"paris91, mädmäx",0zBAwsXFKs4lXZtZbY4reT,jazz,0.655,0.557,6,-8.635,0,0.0511,0.67,0.661,0.142,0.434,78.995,1
Quiet Times,"Maple Syrup, Zmeyev",1jJ8KfVB4WDhvXZIDGn7YN,jazz,0.668,0.156,1,-11.597,0,0.0815,0.85,0.916,0.0861,0.29,79.205,1
Jordans,"Saib, Bluestaeb",6vJ4Z2Hc5Bmm0sdqf9CtTR,jazz,0.763,0.416,7,-10.156,1,0.184,0.802,0.28,0.146,0.853,86.989,12
Feeling Good,Nina Simone,6Rqn2GFlmvmV4w9Ala0I1e,jazz,0.399,0.326,7,-9.239,0,0.0386,0.864,0.0,0.191,0.546,79.206,12
Stardust,"Smeeagain, Tomas Delfgaauw",3D1ocQJ4eaN4BPGVPaON7H,jazz,0.702,0.323,4,-12.437,0,0.0481,0.228,0.87,0.111,0.35,139.995,2
Djeep,"rocomoco, Devon Rea",2yJ3fxhiFlENd5Sfqm3fjQ,jazz,0.711,0.384,11,-11.245,0,0.0691,0.0441,0.848,0.281,0.621,93.995,2
It's Our Time,Platinum Dust,4MeXAGHd3SYAgfx8YsTveT,jazz,0.759,0.235,5,-9.494,0,0.0856,0.408,0.836,0.163,0.396,77.988,1
Home,Lazlow,5REXLZ1ZpxFyNp3LV4bFSt,jazz,0.681,0.338,1,-10.406,1,0.0384,0.69,0.936,0.101,0.569,71.537,1
Softer Moods,Nokimo,1BDAhZUiTWVcha0DyDC6bK,jazz,0.676,0.544,6,-10.385,0,0.0479,0.0124,0.963,0.154,0.639,89.976,2
Night Lines,Duan Wasi,5sKRiGFTD8St4fTxR7wEVk,jazz,0.85,0.181,2,-18.876,1,0.0669,0.789,0.92,0.11,0.858,134.029,1
Jupiter's Moon,"SamuW, Nofeels",7724wSPiV8l8l7cGx7k8LU,jazz,0.815,0.425,10,-17.052,0,0.415,0.32,0.767,0.0847,0.861,81.953,9
Afternoon In Paris,Tubby Hayes,1ktNDAnZVPX5Xxp249NNdU,jazz,0.551,0.358,0,-11.689,1,0.0328,0.917,0.213,0.209,0.446,73.05,12
Soul Eyes,John Coltrane Quartet,2h1o6yFR9Gjh8DqHwTy3M9,jazz,0.392,0.304,5,-11.857,0,0.0427,0.936,0.166,0.0908,0.198,78.051,12
JazzStories,Zmeyev,0pAZwblmzeso5UGoEMwXEl,jazz,0.739,0.264,11,-15.443,0,0.0515,0.554,0.84,0.0796,0.847,180.018,2
Epistrophy - Alternate Take,"Thelonious Monk, John Coltrane",6UcmLLsVjdatOQcQKE9XdO,jazz,0.499,0.406,8,-13.671,1,0.0515,0.519,1.18e-06,0.077,0.676,87.885,12
Blossoms,DYVN,0GtDUjBoDAqaJbJJlDWvvM,jazz,0.746,0.666,10,-6.08,1,0.113,0.213,0.189,0.114,0.0874,160.056,0
Drive Time,David Benoit,7MT5SeUNn787JMkql4zmDS,jazz,0.715,0.717,5,-10.023,1,0.03,0.0259,0.83,0.0542,0.793,117.072,11
Footprints - Remastered,Wayne Shorter,2JITVZu8o6ls9k8SoMRy7w,jazz,0.53,0.454,7,-11.19,0,0.028,0.768,0.116,0.113,0.492,135.947,12
Ifeyinwa,Wilczynski,4sCMICmVUPkNkYTmYK5Cn0,jazz,0.744,0.478,11,-10.504,0,0.0359,0.408,0.683,0.441,0.589,79.497,1
Brighter Days,Katashi Kaitō,114GXUgTtjmq5f95HIvxzQ,jazz,0.677,0.303,10,-15.345,1,0.0885,0.128,0.728,0.124,0.818,168.042,11
Isca,lorleaf,1FuMbvSroodhlglkr9oxOQ,jazz,0.726,0.327,8,-7.38,0,0.0593,0.234,0.829,0.105,0.528,82.081,1
Something Between Us,"Sátyr, SamuW",5xfu1WRNdHvRorPYhASgMK,jazz,0.651,0.365,8,-15.675,1,0.0451,0.262,0.867,0.114,0.33,78.008,1
Soul Surge - Remastered 2004/Rudy Van Gelder Edition,Freddie Hubbard,0Sk4HSy7b9EulgZp4g2ffq,jazz,0.498,0.467,10,-10.892,0,0.0673,0.784,0.452,0.094,0.493,75.342,1
Here's That Rainy Day,Michel Petrucciani,5ZTXi9XBY1NUml4hORwlIT,jazz,0.427,0.0479,1,-28.872,1,0.0403,0.901,0.871,0.157,0.208,135.436,10
Orion,"Hans Hu$tle, KOMOREBI",5FEGeOf65KXA6xXVZ6ImW0,jazz,0.58,0.423,0,-12.369,1,0.0663,0.111,0.65,0.696,0.227,82.957,5
Gouache,DRWN.,0eot6cEtb0xOaQPahTsx4Q,jazz,0.676,0.0333,1,-14.083,1,0.0592,0.504,0.908,0.0727,0.507,79.028,1
Fourth Of July - Instrumental,The Dave Brubeck Quartet,2aLQSKetWVAX3rhCLFqcrB,jazz,0.419,0.427,8,-15.234,1,0.0432,0.814,0.753,0.117,0.229,135.385,1
1973,Bobby Dreamz BIG,2ifoRbZGCQwADbXIoDKa1x,jazz,0.628,0.342,6,-10.224,1,0.0648,0.263,0.85,0.109,0.36,80.045,1
